Data_Import_Number__c,Name,Phone,Fax,Website,IRS_Status__c,LegalStatus__c,YearIncorporated__c,Active Status
73496273,Community Outreach Ministry,,,https://communityoutreachministry.org/,501(c)(3),Faith-based,2000,Active
73495847,Community Settlement Association,,,https://www.csariverside.org,501(c)(3),Nonprofit - Incorporated,1911,Active
73495848,Compassionate Friends,,,https://www.compassionatefriends.org/,501(c)(3),Nonprofit - Incorporated,,Active
73500375,Concerned Family,951-965-3198,951-657-9400,https://concernedfamily.org/,501(c)(3),Nonprofit - Incorporated,1989,Active
73495850,Concilio Child Development Centers,,951-683-6557,https://conciliocdc.org/,501(c)(3),Nonprofit - Incorporated,1980,Active
87838982,Confidence and Clarity,,,http://www.confidenceandclarity.org/,None or unknown,Private Practice,,Active
71488466,Congregations Organized for Prophetic Engagement,,,https://copesite.org/,501(c)(3),Faith-based,2000,Active
7422904,Congressional Hispanic Caucus Institute,,202-546-2143,https://chci.org/,501(c)(3),Nonprofit - Incorporated,1978,Active
73496199,Consortium for Early Learning Services,,951-248-9293,http://consortiumels.org/,501(c)(3),Nonprofit - Incorporated,1987,Active
44318396,Consulate of Guatemala,,909-572-8801,https://consulguatesb.acuityscheduling.com/schedule.php,None or unknown,Government,,Active
7422608,Consulate of Mexico in San Bernardino,,,https://consulmex.sre.gob.mx/sanbernardino/,None or unknown,Government,,Active
73501518,Consumer Financial Protection Bureau,,,https://www.consumerfinance.gov/,None or unknown,Government - Federal,2010,Active
7422807,Consumer Watchdog,,,https://www.consumerwatchdog.org/,501(c)(3),Nonprofit - Incorporated,,Active
7422537,Contra Costa Crisis Center,20121,,www.crisis-center.org,501(c)(3),Nonprofit - Incorporated,,Active
73496270,Cooperation Over Conflict Family Counseling,,866-288-1351,https://lessconflict.org/,None or unknown,Private Practice,,Active
27563900,Copper Mountain College,,760-366-5255,http://www.cmccd.edu,None or unknown,Special District,1966,Active
76494396,Copper Mountain Mesa Association,,,https://cmmcommunitycenter.org/contact/,501(c)(3),Nonprofit - Incorporated,1978,Active
73495852,Corona Chamber of Commerce,,951-737-3531,https://www.mychamber.org,Registered charity,Nonprofit - Incorporated,,Active
73500685,Corona Main Spanish Seventh Day Adventist Church,,,https://coronamainspanishsda.com/,501(c)(3),Faith-based,,Active
73495857,Corona Regional Medical Center,,951-736-6260,https://www.swhcoronaregional.com/,501(c)(3),Nonprofit - Incorporated,,Active
73495859,Corona-Norco Unified School District,951-736-5090,951-736-5016,https://www.cnusd.k12.ca.us,None or unknown,Government - State,,Active
72101204,Corona-Norco YMCA,,951-736-6759,www.ymcacornor.org,None or unknown,Nonprofit - Incorporated,,Active
7422784,Corporation for National and Community Service,,,https://www.americorps.gov/,None or unknown,Government - Federal,1993,Active
73496218,Corpus Christi Catholic Church,,951-272-6821,https://www.corpuschristicorona.com/,501(c)(3),Faith-based,,Active
74437311,Council of Mexican Federation,,,http://www.cofem.org/,501(c)(3),Faith-based,2005,Active
73501827,Council on Aging - Southern California,714-479-0107,,https://www.coasc.org/,501(c)(3),Nonprofit - Incorporated,,Active
94171244,Counseling & Psychotherapy Center,,,http://www.cpcamerica.com/,Commercial,Commercial,2007,Active
73496197,County of Riverside,,,https://www.rivco.org/,None or unknown,Government - County,,Active
73496314,County of Riverside Board of Supervisors,951-955-1069,,https://www.rivco.org/board-supervisors,None or unknown,Government - County,,Active
90073449,County of Riverside In-Home Supportive Services,,,https://riversideihss.org/,None or unknown,Government - County,,Active
7422497,County of San Bernardino Children's Network,,909-383-9688,https://cn.sbcounty.gov/,None or unknown,Government - County,,Active
7422507,County of San Bernardino Preschool Services Department,,,https://psd.sbcounty.gov,None or unknown,Government - County,,Active
7422946,County of San Bernardino Regional Parks,,909-387-2052,parks.sbcounty.gov,None or unknown,Government - County,,Active
7422817,Credit.org,,,https://credit.org/,501(c)(3),Nonprofit - Incorporated,,Active
7422630,Crest Forest Senior Citizens Club,909-338-5413,909-338-0102,www.crestlineseniorcitizens.org,501(c)(3),Nonprofit - Incorporated,,Active
61071002,Crestline First Baptist Church,,,www.crestlinefbc.com/,501(c)(3),Faith-based,2019,Active
7422613,Crime Scene Steri-Clean,951-707-4407,,https://Steri-Clean.com,Commercial,Commercial,1995,Active
73496098,Crossroads Christian Church,,,www.crossroadschurch.com,501(c)(3),Faith-based,,Active
73503061,CrossWord Christian Fellowship Church,,951-275-5368,https://crosswordchurch.org/,501(c)(3),Faith-based,2000,Active
19943421,Crystal Meth Anonymous,,,https://www.crystalmeth.org,501(c)(3),Nonprofit - Incorporated,,Active
24417165,Cucamonga Christian Fellowship Compassion Center,,909-466-8711,https://www.ccflive.org,501(c)(3),Faith-based,,Active
7422417,Cucamonga School District,,909-987-8942,https://www.cuca.k12.ca.us/,None or unknown,Government - State,,Active
16757744,Curbside Community Church,,,http://www.curbsidecc.org/,501(c)(3),Faith-based,2012,Active
73502462,Custom Canines Service Dog Academy,,,https://www.customcanines.org/,501(c)(3),Nonprofit - Incorporated,,Active
70080240,DAP Health,,,https://www.daphealth.org/,501(c)(3),Nonprofit - Incorporated,1984,Active
55615181,DaVita,,,https://www.davita.com,Commercial,Commercial,,Active
73495888,DC Pantry,,,https://www.dreamcenterle.org/dc-pantry,501(c)(3),Nonprofit - Incorporated,1992,Active
74725350,Defeating Epilepsy Foundation,,,www.defeatingepilepsy.org,501(c)(3),Nonprofit - Incorporated,2019,Active
73496032,Department of Public Social Services,,951-358-3969,https://rivcodpss.org/,None or unknown,Government,,Active
7422041,Department of Rehabilitation,,909-948-6073,https://www.dor.ca.gov,None or unknown,Government - State,,Active
73496173,Deren Mikels Counseling,,951-346-3780,https://www.counselingriversideca.com/,None or unknown,Private Practice,,Active
73495860,Desert Access & Mobility,,,https://www.desertaccess.org/,501(c)(3),Nonprofit - Incorporated,1972,Active
73495879,Desert Arc,,760-773-0933,www.desertarc.org,501(c)(3),Nonprofit - Incorporated,1971,Active
73502385,Desert Best Friend's Closet,,,https://www.bfcloset.org,501(c)(3),Nonprofit - Incorporated,2008,Active
73496167,Desert Cancer Foundation,,760-773-6532,https://www.desertcancerfoundation.org,501(c)(3),Nonprofit - Incorporated,1995,Active
7422201,Desert Manna,760-255-9025,760-256-4043,https://www.facebook.com/desertmannabarstow/,501(c)(3),Nonprofit - Incorporated,1988,Active
20585144,Desert Mountain Children's Center,,760-946-0819,https://www.dmchildrenscenter.org/,501(c)(3),Nonprofit - Incorporated,,Active
73495838,Desert Recreation District,,760-347-4660,http://www.myrecreationdistrict.com/,None or unknown,Special District,,Active
51490070,Desert Rose Trauma Recovery,,760-888-9190,desertrosewellness.org,501(c)(3),Nonprofit - Incorporated,2003,Active
7422202,Desert Sanctuary,760-256-3441,,https://www.desert-sanctuary.org/,501(c)(3),Nonprofit - Incorporated,,Active
73495865,Desert Sands Unified School District,,760-771-8826,https://www.dsusd.us/,None or unknown,Government,,Active
7422545,Desert Valley Hospital,760-313-7792,,https://www.dvmc.com/,501(c)(3),Nonprofit - Incorporated,,Active
73500496,Destiny Hospice Care,,951-242-8376,http://www.destinyhospicecare.com/,501(c)(3),Nonprofit - Incorporated,2010,Active
7423028,Didi Hirsch Mental Health Services,,310-398-5690,https://didihirsch.org/,501(c)(3),Nonprofit - Incorporated,2008,Active
7422408,Dignity Health- Community Hospital of San Bernardino,909-887-6333,,https://www.dignityhealth.org,501(c)(3),Nonprofit - Incorporated,,Active
7422606,Diocese Of San Bernardino,,909-475-5155,https://www.sbdiocese.org/,501(c)(3),Faith-based,,Active
7422332,Disability Rights Legal Center,,213-736-1428,https://thedrlc.org/,501(c)(3),Nonprofit - Incorporated,1975,Active
24373230,Disabled American Veterans,,,www.davcal.org,501(c)(3),Nonprofit - Incorporated,,Active
66408863,Divine Connections HOPE,,,https://divineconnectionshope.com/,501(c)(3),Nonprofit - Incorporated,2018,Active
73496178,DNA Services Unlimited,,951-658-8887,https://dnasu.com/,None or unknown,Commercial,2004,Active
91234132,Dollar For,,,https://dollarfor.org/,501(c)(3),Nonprofit - Incorporated,,Inactive
7422804,Donate Life California,,,https://donatelifecalifornia.org/,501(c)(3),Nonprofit - Incorporated,,Active
7422616,Douglass and Associates Supervised Visitation,,,,None or unknown,Commercial,,Active
7422203,Doves of Big Bear Valley,,909-866-8580,http://doves4help.org/,501(c)(3),Nonprofit - Incorporated,,Active
89178919,Downs & Martin Children's Services,,,https://www.downsandmartin.org/,501(c)(3),Nonprofit - Incorporated,,Active
94140878,Dream Builders Youth Foundation,951-836-9752,,http://www.dreambuildersyouthfoundation.com,501(c)(3),Nonprofit - Incorporated,,Active
73467874,Dreams Corp,,,https://brielens-dreams-corp.ueniweb.com,501(c)(3),Nonprofit - Incorporated,,Inactive
73501451,Dynamic Hope Schools,760-530-6168,951-785-0106,https://www.dhsschools.com/,None or unknown,None or unknown,2012,Active
7423031,Dynamics for Victims and Supportive Services,909-771-1965,,https://dynamicsdvss1.webs.com/,501(c)(3),Nonprofit - Incorporated,2010,Active
73496291,EarthLink,,,https://www.earthlink.net,Commercial,Commercial,,Active
24320312,East Valley Charlee,,909-307-5776,https://www.facebook.com/EVCHARLEE/,501(c)(3),Nonprofit - Incorporated,1982,Active
73502403,Eastern Municipal Water District,,,https://www.emwd.org/,None or unknown,Special District,,Active
7422042,Easterseals Southern California,909-946-9136,,https://www.easterseals.com/southerncal/,501(c)(3),Nonprofit - Incorporated,,Active
73496134,Eating Disorders Anonymous,,,https://eatingdisordersanonymous.org/,501(c)(3),Nonprofit - Incorporated,2000,Active
7423011,Ecclesia Christian Fellowship,,909-881-0199,https://www.ecclesiachurch.com/,501(c)(3),Nonprofit - Incorporated,,Active
69555569,Echoes of Love Ministry,,,https://www.echoesoflove.org/,501(c)(3),Faith-based,,Active
26115012,Educate Advocate,,,https://www.educateadvocateca.com/,501(c)(3),Nonprofit - Incorporated,,Active
73495869,Edward Dean Museum and Gardens,,951-845-2628,https://www.edward-deanmuseum.org/,None or unknown,Government - County,,Active
73495871,Eisenhower Health,,,https://eisenhowerhealth.org/,501(c)(3),Nonprofit - Incorporated,1966,Active
24226331,El Rescate,,213-387-9189,http://www.elrescate.org/,501(c)(3),Nonprofit - Incorporated,1982,Active
7422569,El Sol Neighborhood Educational Center,,909-387-0903,https://www.elsolnec.org/,501(c)(3),Nonprofit - Incorporated,1991,Active
91097898,Elder Love USA Inc.,,,http://www.ElderLoveUSA.org,None or unknown,None or unknown,,Active
73502390,Elly's Respite Care,,,https://ellyscarellc.com/,Commercial,Commercial,,Active
73502226,Elsinore First Assembly,,,www.elsinorefirst.com,501(c)(3),Faith-based,,Active
73496254,Elsinore Valley Pregnancy Resource Center,,951-245-8835,https://www.evprc.org/,501(c)(3),Nonprofit - Incorporated,2005,Active
70210049,Emmanuel Temple Christian Methodist Church,,,https://www.etcmec.org/,501(c)(3),Faith-based,,Active
73501303,Employees Health Insurance Services,,858-755-3499,www.ehisinc.com,None or unknown,None or unknown,2000,Active
7422044,Employment Development Department,,,https://edd.ca.gov,None or unknown,Government - State,,Active
21724558,Empowered Living Community Outreach,,,,501(c)(3),Nonprofit - Incorporated,2010,Active
49495415,Empowering Success Now,909-997-7600,844-883-3822,https://empoweringsuccessnow.org,501(c)(3),Nonprofit - Incorporated,2011,Active
73496200,Empty Cradle,,,https://www.emptycradle.org/,501(c)(3),Nonprofit - Incorporated,,Active
73467582,Enjoy The Moments,,,,None or unknown,None or unknown,2020,Active
73500632,Enlightment Treatment Center,,,enlightmenttreatmentcenter.org,None or unknown,Faith-based,2013,Inactive
73496190,Epilepsy Center,,,www.theepilepsycenter.org,501(c)(3),Nonprofit - Incorporated,2005,Inactive
26114818,Epilepsy Education Everywhere,,,http://epilepsyed.org/,501(c)(3),Nonprofit - Incorporated,,Active
7422047,Equal Employment Opportunity Commission,844-234-5122,,https://www.eeoc.gov/,None or unknown,Government - Federal,,Active
47514489,Equus Medendi,,,www.equusmedendi.com,501(c)(3),Nonprofit - Incorporated,2011,Active
73495873,Escuela De La Raza Unida,,760-921-3261,http://www.escueladelarazaunida.org/home.html,501(c)(3),Nonprofit - Incorporated,,Active
7422418,Etiwanda School District,,909-899-1235,www.etiwanda.k12.ca.us,None or unknown,Government,,Active
73500785,Ettie Lee Youth and Family Services,626-967-5082,626-337-2621,www.ettielee.org/home0.aspx,501(c)(3),Nonprofit - Incorporated,1959,Active
73501895,Evexia Health Services,,,www.evexiahealthservices.com,Commercial,Commercial,2016,Active
81342724,Exquisite Enterprises,,,,501(c)(3),Nonprofit - Incorporated,,Active
7422153,EyeCare America,,415-561-8567,www.aao.org/eyecare-america,501(c)(3),Nonprofit - Incorporated,1980,Active
89866415,FACES,714-447-9024,,https://www.facescounseling.org/,501(c)(3),Nonprofit - Incorporated,1992,Inactive
73495945,Fair Housing Council of Riverside County,,951-682-0262,https://fairhousing.net/,501(c)(3),Nonprofit - Incorporated,1992,Active
7422214,Fairplex Child Development Center,,909-623--5890,https://fairplex.com/tlcfairplex/,501(c)(3),Nonprofit - Incorporated,,Active
73502292,Faith Lutheran Church,,,www.flcriv.org/,None or unknown,Faith-based,,Active
73102767,Faith World Church,,,https://faithworld.church/,None or unknown,Faith-based,,Active
7422987,Families Anonymous,,847-294-5837,https://www.familiesanonymous.org,None or unknown,Nonprofit - Unincorporated,1971,Active
75005276,Family and Kids Foundation,,,www.familykidsfoundation.org/,501(c)(3),Nonprofit - Incorporated,2020,Active
7422220,Family Assistance Program,,760-843-9551,https://www.familyassist.org,501(c)(3),Nonprofit - Incorporated,1985,Active
73495867,Family Resource Network,,909-382-4619,http://www.esfrn.org/,501(c)(3),Nonprofit - Incorporated,,Active
7422217,Family Service Agency - San Bernardino,,909-881-3871,www.fsasb.org,501(c)(3),Nonprofit - Incorporated,1950,Inactive
73495875,Family Service Association,,951-276-9542,www.fsaca.org,501(c)(3),Nonprofit - Incorporated,1953,Active
7422226,Family Service Association of Redlands,,909-793-7324,https://www.redlandsfamilyservice.org/,501(c)(3),Nonprofit - Incorporated,1906,Active
73495876,Family Services of the Desert,,760-288-7474,www.thefamilyservicesofthedesert.org,501(c)(3),Nonprofit - Incorporated,1959,Active
75005249,Family Worship Center Coachella Valley,,,https://www.facebook.com/familyworshipcentercoachella,501(c)(3),Faith-based,1964,Active
73495877,Family YMCA of the Desert,,760-779-9651,https://www.ymcaofthedesert.org/,501(c)(3),Nonprofit - Incorporated,1982,Active
89866623,Farmworkers Institute of Education and Leadership Development,,661-823-8827,www.farmworkerinstitute.org,501(c)(3),Nonprofit - Incorporated,1979,Active
7422261,FASD United,,202-466-6456,https://fasdunited.org/,501(c)(3),Nonprofit - Incorporated,,Active
7422648,Federal Bureau of Investigation,,310-996-3359,https://www.fbi.gov/contact-us/field-offices/losangeles,None or unknown,Government - Federal,,Active
7422485,Feed 29,,,https://www.facebook.com/feed29/,501(c)(3),Nonprofit - Incorporated,2005,Active
12002858,Feed My Sheep,,760-243-0654,http://vvfirst.org,501(c)(3),Faith-based,2012,Active
7422311,Feeding America Riverside San Bernardino,,951-359-8314,https://www.feedingamericaie.org/,501(c)(3),Nonprofit - Incorporated,1980,Active
73496110,Fellowship Church,,951-769-0114,https://www.fellowshiplife.church/,501(c)(3),Faith-based,1964,Active
70076221,Femcare Medical Associates,,909-395-0030,https://www.femcareob-gyn.com/,None or unknown,Commercial,,Active
73502747,Find Food Bank,,,https://findfoodbank.org,501(a),Nonprofit - Incorporated,1983,Active
7423021,Fire and Burn Foundation,,866-628-8047,https://www.fireandburn.org,501(c)(3),Nonprofit - Incorporated,,Active
62474426,First 5 San Bernardino,,909-386-7703,https://first5sanbernardino.org/,None or unknown,Government - County,1998,Active
63384738,First Baptist Church - Searles Valley,,,https://www.fbcsv.com/,501(c)(3),Faith-based,,Inactive
9722634,First Baptist Church of Rancho Cucamonga,,,www.fbcfamily.net,501(c)(3),Faith-based,2009,Active
73502286,First Christian Church,,,https://www.facebook.com/fstchristianch/,501(c)(3),Faith-based,,Active
7422923,First Church of the Nazarene,,,,501(c)(3),Faith-based,2004,Active
73496213,First Congregational Church - Perris,,,https://www.firstchurchperris.org/,501(c)(3),Faith-based,,Active
73495878,First Congregational Church - Riverside,,,http://fccriverside.org/,None or unknown,Faith-based,,Active
76457374,First Evangelical Lutheran Church,,,,None or unknown,Faith-based,,Active
7422917,First Presbyterian Church of San Bernardino,,,https://www.fpcsb.net/,501(c)(3),Faith-based,1874,Active
79335240,First Serv Foundation,,,https://firstservfoundation.org/,501(c)(3),Nonprofit - Incorporated,2021,Active
84178627,Fontana Adult Day Health Services,,909-903-8551,https://www.fontanaadhs.com/,Commercial,Commercial,2019,Active
20792255,Fontana Counseling and Recovery Center,,909-365-4086,https://www.fontanacounselingcenter.com/,Commercial,Commercial,2014,Active
7422735,Fontana Lewis Library and Technology Center,,,library.sbcounty.gov,None or unknown,Government - City,,Active
7422448,Fontana Resources at Work,,909-428-3835,https://www.fontanaresources.com/,501(c)(3),Nonprofit - Incorporated,1964,Active
7422420,Fontana Unified School District,,,www.fusd.net,None or unknown,Special District,,Active
45981018,Food for Life Ministry,,,https://foodforlifeministry.org/,501(c)(3),Faith-based,2010,Active
76494435,Food Forward,,,https://foodforward.org/,501(c)(3),Nonprofit - Incorporated,2011,Inactive
73495887,Food Pantry for H.E.L.P.,,951-922-1183,www.helpincpantry.com,501(c)(3),Nonprofit - Incorporated,1981,Inactive
7422231,Foothill AIDS Project,909-884-2722,909-482-2070,https://fapinfo.org/,501(c)(3),Nonprofit - Incorporated,1987,Active
7422234,Foothill Family Shelter,,,www.foothillfamilyshelter.org,501(c)(3),Nonprofit - Incorporated,1984,Active
73548743,For the People Task Force,,,www.ftptaskforce.com,501(c)(3),Nonprofit - Incorporated,,Active
78920135,Forest Folk,951-426-9688,,https://forestfolk.org/,501(c)(3),Nonprofit - Incorporated,2012,Active
93680909,Foster Care Ombudsman,,,https://fosteryouthhelp.ca.gov/,None or unknown,Government - State,,Active
67355164,Foster Love,,,www.togetherwerise.org,501(c)(3),Nonprofit - Incorporated,2008,Active
81596709,Foundation for Change,,,http://foundationforchanges.org,None or unknown,Nonprofit - Incorporated,,Inactive
51709145,Foundation for Women Warriors,,,https://foundationforwomenwarriors.org/,501(c)(3),Nonprofit - Incorporated,2007,Active
66354640,Fox Family Services,,,https://foxfamilyservices.com/,501(c)(3),Nonprofit - Incorporated,2018,Active
73496292,Fox Riverside Theater Foundation,,,https://riversidefoxfoundation.org/,501(c)(3),Nonprofit - Incorporated,2007,Active
70080623,Fozouni & Associates,,,https://lafemmehealth.com/,None or unknown,Private Practice,,Active
73495880,Free Indeed Christian Fellowship,,,https://freeindeed.us/,501(c)(3),Faith-based,,Active
13289660,FreedomPop,,,https://www.freedompop.com/,Commercial,Commercial,,Active
73502051,Fresenius Medical Care Foundation,855-362-6247,,https://www.freseniuskidneycare.com/,None or unknown,None or unknown,2018,Active
7422079,Fresh Start Surgical Gifts,,760-944-1729,https://www.freshstart.org/,501(c)(3),Nonprofit - Incorporated,1991,Active
73728734,Friends Helping Friends Room and Board LLC,,,No Web Site available,None or unknown,Commercial,2018,Active
7422215,Friends of Upland Animal Shelter,,,https://friendsofuplandanimalshelter.org/,501(c)(3),Nonprofit - Incorporated,2009,Active
23900158,FrontSight Military Outreach,,,http://frontsightmo.org/,501(c)(3),Nonprofit - Incorporated,2015,Active
73502154,Fruit Of Our Hands Ministries,,951-289-9808,https://fruitnhands.org/,501(c)(3),Faith-based,2018,Active
74123370,Fulgent Genetics,,626-454-1667,https://www.fulgentgenetics.com/,None or unknown,None or unknown,,Active
73496186,Full Circle Recovery,,,https://www.facebook.com/fullcirclerecoverynorco/,501(c)(3),Faith Based,,Active
73501019,Fuller Center for Housing,,,fullercenterhemet.org,None or unknown,Nonprofit - Incorporated,,Active
73496341,Galilee Center,,760-396-5400,https://galileecenter.org/,501(c)(3),Nonprofit - Incorporated,2010,Active
7422604,Gate Food Ministry,760-949-8979,,www.thegatehd.com,501(c)(3),Faith-based,,Active
90846489,Gateway of Hope Association of Health and Wellness Inc,,,http://www.gatewayofhopeinc.org,501(c)(3),Nonprofit - Incorporated,2023,Active
93650213,Genesis,,,,None or unknown,None or unknown,,Active
67306033,GEO,,,https://www.georeentry.com/,Commercial,None or unknown,1984,Active
93681020,Gibbs Driving School,,,www.gibbsdrivingschool.com,None or unknown,None or unknown,,Active
93650233,Gibson House,,,,501(c)(3),Nonprofit - Incorporated,,Active
7422210,Girl Scouts of San Gorgonio Council,,909-307-6521,https://www.gssgc.org/,501(c)(3),Nonprofit - Incorporated,,Active
17087255,Global One Development Center,,,contactglobalone@gmail.com,501(c)(3),Nonprofit - Incorporated,2008,Inactive
62981960,Gods Hand Extended,,,https://www.godshandextended.com/,501(c)(3),Faith-based,1998,Active
73495882,Gods Helping Hand Ministries,,,http://www.ghhministries.com/,501(c)(3),Faith-based,1985,Active
76457063,Gods Pantry,,,www.gods-pantry.org,501(c)(3),Faith-based,,Active
73502117,GoGoGrandparent,,,https://gogograndparent.com/,Commercial,Commercial,,Active
7422810,Good Steward Day Care,,866-929-7339,https://goodstewardpreschool.com/,None or unknown,Commercial,,Active
7422092,Goodwill Southern California,,909-386-6251,https://www.goodwillsocal.org/,501(c)(3),Nonprofit - Incorporated,1916,Active
73501897,Grace AME Church of Temecula Valley,,,http://www.graceame.org/,501(c)(3),Faith-based,,Active
73502284,Gracepoint Church of Nazarene,,,https://www.gracept.org/,None or unknown,Faith-based,,Inactive
7422737,Grand Terrace Branch Library,,,library.sbcounty.gov,None or unknown,Government - County,,Active
7422211,Grand Terrace Senior Center,,,www.grandterrace-ca.gov/residents/senior_services,None or unknown,Government - City,,Active
73500921,Great Shepherd Community Church,,,No website available,501(c)(3),Faith-based,2008,Active
7423024,Greater Faith Grace Bible Church,,,https://www.gfgbcrialto.org/,501(c)(3),Faith-based,,Active
73496088,Greater Palm Springs Pride,,760-323-8704,www.pspride.org,501(c)(3),Nonprofit - Incorporated,,Active
73496140,Greater Riverside Chamber of Commerce,,951-683-2670,www.riverside-chamber.com,None or unknown,Membership,,Active
73495894,Greater Riverside Hispanic Chamber of Commerce,,,www.grhcc.com,Registered charity,Nonprofit - Unincorporated,,Active
73496266,Greater Works Church,,,https://4compassionoutreach.org/,501(c)(3),Faith-based,,Active
38024876,GRID Alternatives Inland Empire,,909-494-4061,www.gridalternatives.org,501(c)(3),Nonprofit - Incorporated,2002,Active
73495981,Grove Counseling Center,,,https://www.thegrove.cc/counseling,None or unknown,Faith-based,,Active
91186202,Growing Outreach Growing Opportunities,,,,None or unknown,None or unknown,,Active
73496078,Guide Dogs of America,,818-362-6870,www.guidedogsofamerica.org,501(c)(3),Nonprofit - Incorporated,,Active
7422212,Guide Dogs of the Desert,,760-329-2866,https://guidedogsofthedesert.org,501(c)(3),Nonprofit - Incorporated,1972,Active
73501038,Habitat for Humanity - Coachella Valley,,,https://www.hfhcv.org,501(c)(3),Nonprofit - Incorporated,1990,Active
73501024,Habitat for Humanity - Inland Valley,,951-296-3363,https://www.habitativ.org/,501(c)(3),Nonprofit - Incorporated,,Active
73495883,Habitat for Humanity - Riverside,,,https://www.habitatriverside.org,501(c)(3),Nonprofit - Incorporated,,Active
7422213,Habitat for Humanity - San Bernardino Area,,,www.habitatsb.org,501(c)(3),Nonprofit - Incorporated,1992,Inactive
73102937,Hands of Mercy MoVal,,,https://handsofmercymoval.org/,None or unknown,Faith-based,,Active
7422570,Hannahs Homes,,,www.HannahsChildrensHomes.org,501(c)(3),Nonprofit - Incorporated,1989,Active
78919774,Happier Life Project,,,https://thehappierlifeproject.org/,501(c)(3),Nonprofit - Incorporated,2021,Active
73495885,Harmony Kitchen,,760-921-6432,www.facebook.com/HarmonyKitchenBlythe,501(c)(3),Nonprofit - Incorporated,1982,Active
73501833,Harvest Christian Fellowship,,,https://harvestchristianfellowship.org,501(c)(3),Faith-based,,Active
17698464,Harvey Mudd College,,,www.hmc.edu/community-engagement/homework-hotline,501(c)(3),Commercial,,Inactive
73496229,Haven Pet Center,951-654-3110,951-654-2830,https://havenpetcenter.org/,501(c)(3),Nonprofit - Incorporated,1969,Active
73495805,Hazelden Betty Ford Foundation,,,www.hazeldenbettyford.org,Commercial,Nonprofit - Incorporated,1982,Active
93650377,Healthcare in Action,,,www.healthcareinaction.org,501(c)(3),Nonprofit - Incorporated,2022,Active
93857132,HealthRIGHT 360,909 634-2950,,https://www.healthright360.org/,501(c)(3),Nonprofit - Incorporated,1966,Active
7422978,Healthy Relationships California,,,www.relationshipsca.org,501(c)(3),Nonprofit - Incorporated,2005,Active
93650399,Healthy Valley Foundation,,,https://healthyvalleyfoundation.org/,501(c)(3),Nonprofit - Incorporated,2013,Active
90967621,Heart 2 Heart Unlimited,,,http://heart2heartca.com,501(c)(3),Government,,Active
78272024,Heart Matters Foster Family Agency,,,www.heartmattersffa.org,501(c)(3),Nonprofit - Incorporated,,Active
86997528,Heart2Serve,,,https://www.h2si.org/,501(c)(3),Nonprofit - Incorporated,,Active
73495886,Heartline Ministries,,951-682-0251,,None or unknown,Faith-based,,Inactive
7422285,Hearts and Lives,,909-338-3221,www.heartsandlives.org,501(c)(3),Nonprofit - Incorporated,2004,Active
67354473,Helendale Community Services District,760-951-0006 x 230,,www.helendalecsd.org,None or unknown,Special District,,Active
7422421,Helendale School District,,760-952-1178,https://www.helendalesd.com/,None or unknown,Special District,,Active
7422089,Help Hope Live,,610-535-6106,https://www.helphopelive.org,501(c)(3),Nonprofit - Incorporated,1983,Active
93650442,Help Inc,,,https://www.helpincpantry.com/,501(c)(3),Nonprofit - Incorporated,1981,Active
73502085,Helping Hands Group,,,http://www.helpinghandsgroup.us/,501(c)(3),Faith-based,,Active
73501889,Helping Hands In-Home Care,951-772-2743,,https://www.hhihc.com,Commercial,Commercial,,Inactive
7422956,Helping Hands Pantry,909-809-8224,,https://helpinghandspantry.org/,501(c)(3),Nonprofit - Incorporated,2008,Active
73502197,Helping Hands Senior Foundation,,818-579-7395,Https://www.helpinghandsla.org,501(c)(3),Nonprofit - Unincorporated,2015,Active
49451940,Helping Hands Transportation,,909-284-9644,www.hhtransports.com,Commercial,Commercial,,Active
73495892,Hemet San Jacinto Chamber of Commerce,,951-766-5013,https://hemetsanjacintochamber.com/,501(c)(3),Membership,,Active
73495890,Hemet Unified School District,,951-765-5136,http://www.hemetusd.org/,None or unknown,Special District,,Active
7422915,Hepatitis C Association,,,www.help4hep.org,501(c)(3),Nonprofit - Incorporated,1985,Active
24474378,Hesperia Leisure League,760-244-3202,,hesperialeisureleague.webs.com,501(c)(3),Nonprofit - Incorporated,1962,Active
7423019,Hesperia Recreation and Park District,,760-244-2513,www.hesperiaparks.com,None or unknown,Government - City,1957,Active
7422422,Hesperia Unified School District,,,www.hesperiausd.org,None or unknown,Special District,,Active
7422554,Hi Desert Medical Center,,,www.desertcarenetwork.com,None or unknown,Commercial,,Active
73496256,Hidden Harvest,,,https://www.hiddenharvest.org,501(c)(3),Nonprofit - Incorporated,1997,Active
49401606,Hi-Desert Cultural Center,,760-459-1006,www.hidesertculturalcenter.org,501(c)(3),Nonprofit - Incorporated,,Active
7422957,Hi-Desert Nature Museum,,760-369-1605,www.hidesertnaturemuseum.org,501(c)(3),Nonprofit - Incorporated,1973,Active
7422216,High Desert Child Adolescent and Family Services Center,,760-952-1432,http://www.highdesertcenterinc.com/,501(c)(3),Nonprofit - Incorporated,1985,Active
7422221,High Desert Homeless Services,,760-245-7513,www.highdeserthomelessservices.org,501(c)(3),Nonprofit - Incorporated,1991,Inactive
7422388,High Desert New Beginnings,,760-255-1407,www.highdesertnewbeginnings.com,501(c)(3),Nonprofit - Incorporated,2004,Active
7422870,High Desert Pregnancy Clinic,,,hdpc.me,501(c)(3),Nonprofit - Incorporated,1978,Active
